root - DEBUG - Started processing the files inside directory : C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test
root - DEBUG - Timestamp for Starting process :: 2023-02-01 23:30:36.711227
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850609', '333', '206', '0']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850610', '239', '139', '0']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850611', '200', '117', '0']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850612', '194', '94', '8']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850613', '244', '89', '0']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850614', '228', '128', '33']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850615', '283', '156', '38']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850616', '294', '150', '0']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850617', '278', '183', '5']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850618', '267', '144', '76']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850619', '228', '106', '0']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850620', '283', '117', '0']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850621', '289', '183', '0']
root - ERROR - Unique Key Constraint Failed :: C:\Users\chand\Downloads\code-challenge-template-main\wx_data_test\USC00110072.txt -- ['19850622', '278', '144', '91']
